Airfoil data for AeroDyn v13
Generated from XFOIL (Re=149281.19351244916)
1
0
13.5
0
0
0
-2.98
8.97761
1.0039
-0.3607
-6.0
0.0138
    -180.0      0.0000      0.0000
    -10.00     -0.4143      0.1188
     -9.00     -0.4896      0.0805
     -8.00     -0.5906      0.0554
     -7.00     -0.5928      0.0443
     -6.00     -0.5770      0.0296
     -5.00     -0.5025      0.0258
     -4.00     -0.3554      0.0188
     -3.00     -0.1753      0.0155
     -2.00     -0.0689      0.0138
     -1.00      0.0986      0.0131
      0.00      0.3166      0.0124
      1.00      0.4228      0.0120
      2.00      0.5182      0.0120
      3.00      0.6121      0.0123
      4.00      0.7081      0.0132
      5.00      0.7984      0.0136
      6.00      0.8776      0.0151
      7.00      0.9284      0.0200
      8.00      1.0053      0.0248
      9.00      1.0712      0.0329
     10.00      1.0760      0.0449
     11.00      1.0011      0.0609
     12.00      0.8615      0.0958
     13.00      0.7342      0.1593
     14.00      0.7609      0.1604
     15.00      0.8121      0.1658
     16.00      0.8072      0.1863
     17.00      0.7911      0.2256
     18.00      0.8026      0.2460
     19.00      0.8176      0.2524
     20.00      0.8219      0.2678
     180.0      0.0000      0.0000
